Product_ID,Product_Name,Category,Attribute,Carbon_Footprint_kgCO2e,Water_Usage_Liters,Resource_Sourcing,Manufacturing_Impact,Certification,Compliance_with_Standards,User_Preference,Price_Range_USD,Availability,Brand
3922,EcoEssentials Energy-Saving Kettle,Home Appliances,Biodegradable,69.67,97.36,Sustainable,Medium,USDA Organic,None,Eco-Certified,244.46,Out of Stock,NaturePro
20505,SustainPlus Water Purifier,Home Appliances,Organic,4.19,67.35,Non-Sustainable,Medium,None,None,Organic,224.78,Out of Stock,NaturePro
10950,GreenLife Gluten-Free Pasta,Food,Biodegradable,20.98,147.05,Partially Sustainable,Medium,Energy Star,ISO 14001,Energy Efficient,215.27,Out of Stock,NaturePro
26962,EcoEssentials Organic Coffee,Food,Energy-Efficient,83.9,80.09,Sustainable,Medium,Fair Trade,ISO 14001,Energy Efficient,241.35,In Stock,SustainCo
12130,GreenLife Organic Soap,Beauty,Low-Waste,18.96,43.75,Partially Sustainable,High,FSC,ISO 14001,Recyclable,218.5,In Stock,SustainCo
1588,PureEarth Recycled Paper,Office Supplies,Energy-Efficient,57.47,35.49,Sustainable,Medium,USDA Organic,None,Low Carbon,10.41,In Stock,EcoBrand
12662,SustainPlus Eco-Friendly Stapler,Office Supplies,Biodegradable,24.05,106.66,Sustainable,High,FSC,None,Energy Efficient,176.98,Out of Stock,SustainCo
45603,SustainPlus Eco-Friendly Stapler,Office Supplies,Low-Waste,56.36,167.8,Sustainable,Medium,FSC,None,Organic,90.8,In Stock,EcoBrand
43346,EcoSmart Organic Green Tea,Food,Organic,25.73,134.24,Partially Sustainable,High,None,ISO 14001,Eco-Certified,92.83,Out of Stock,CleanEarth
23205,GreenLife Biodegradable Pen,Office Supplies,Recyclable,50.78,122.79,Sustainable,Low,Energy Star,None,Energy Efficient,230.73,In Stock,CleanEarth
35663,GreenLife Solar Fan,Home Appliances,Recyclable,77.07,112.78,Sustainable,High,None,ISO 14001,Low Carbon,345.17,Out of Stock,EnviroGoods
16936,GreenLife Organic Soap,Beauty,Organic,59.95,109.28,Sustainable,Medium,Energy Star,None,Eco-Certified,269.74,Out of Stock,CleanEarth
18144,PureEarth Camping Stove,Outdoor,Organic,10.37,82.46,Non-Sustainable,High,USDA Organic,None,Low Carbon,480.72,Out of Stock,GreenChoice
8753,EcoSmart Biodegradable Sleeping Bag,Outdoor,Biodegradable,30.9,118.57,Non-Sustainable,High,FSC,None,Low Carbon,151.72,Out of Stock,CleanEarth
27651,PureEarth Eco-Friendly Jeans,Clothing,Biodegradable,80.3,65.32,Partially Sustainable,Low,FSC,ISO 14001,Energy Efficient,476.03,In Stock,EcoBrand
30399,SustainPlus Smart Thermostat,Electronics,Renewable Material,2.33,133.13,Non-Sustainable,Low,Energy Star,None,Eco-Certified,246.63,In Stock,CleanEarth
16529,EcoSmart Biodegradable Sleeping Bag,Outdoor,Energy-Efficient,22.83,194.06,Non-Sustainable,Low,Fair Trade,None,Eco-Certified,483.54,Out of Stock,GreenChoice
49875,EcoSmart Biodegradable Sleeping Bag,Outdoor,Recyclable,59.39,65.47,Non-Sustainable,Medium,USDA Organic,None,Energy Efficient,276.6,Out of Stock,GreenChoice
7214,EcoSmart LED Lamp,Home Appliances,Recyclable,39.0,42.26,Partially Sustainable,Medium,USDA Organic,ISO 14001,Eco-Certified,208.42,Out of Stock,SustainCo
30378,GreenLife Cotton Socks,Clothing,Biodegradable,26.17,168.57,Sustainable,High,USDA Organic,ISO 14001,Recyclable,195.15,In Stock,SustainCo
26683,GreenLife Gluten-Free Pasta,Food,Energy-Efficient,5.67,141.65,Sustainable,High,FSC,None,Organic,260.48,In Stock,SustainCo
26510,GreenLife Solar Lantern,Outdoor,Biodegradable,3.92,185.23,Sustainable,Medium,Energy Star,ISO 14001,Organic,160.49,In Stock,EnviroGoods
48385,GreenLife Organic Soap,Beauty,Low-Waste,80.55,87.82,Sustainable,Low,USDA Organic,None,Recyclable,67.58,Out of Stock,EnviroGoods
31430,PureEarth Recycled Blender,Home Appliances,Recyclable,52.21,172.65,Sustainable,High,Fair Trade,ISO 14001,Eco-Certified,355.59,Out of Stock,NaturePro
21614,EcoEssentials Organic Coffee,Food,Energy-Efficient,82.97,109.21,Partially Sustainable,Low,FSC,ISO 14001,Energy Efficient,437.04,Out of Stock,NaturePro
27516,SustainPlus Eco-Friendly Stapler,Office Supplies,Renewable Material,16.01,191.27,Sustainable,Medium,Fair Trade,None,Recyclable,322.82,In Stock,EnviroGoods
48275,PureEarth Laptop,Electronics,Low-Waste,69.71,108.25,Sustainable,High,None,None,Organic,239.93,In Stock,NaturePro
5092,EcoEssentials Solar Charger,Electronics,Organic,74.26,78.93,Non-Sustainable,Medium,Fair Trade,ISO 14001,Organic,9.11,In Stock,CleanEarth
3708,EcoEssentials Organic T-Shirt,Clothing,Low-Waste,87.41,41.9,Non-Sustainable,High,Energy Star,None,Organic,185.32,In Stock,SustainCo
420,SustainPlus Cruelty-Free Moisturizer,Beauty,Energy-Efficient,68.63,163.71,Sustainable,Low,None,None,Eco-Certified,117.4,Out of Stock,EnviroGoods
16845,GreenLife Solar Lantern,Outdoor,Renewable Material,29.31,96.7,Sustainable,Low,None,ISO 14001,Energy Efficient,477.17,In Stock,CleanEarth
12749,EcoSmart Biodegradable Sleeping Bag,Outdoor,Energy-Efficient,36.64,194.81,Partially Sustainable,Medium,Fair Trade,None,Recyclable,18.49,In Stock,SustainCo
39684,EcoEssentials Organic Coffee,Food,Recyclable,51.53,157.53,Non-Sustainable,High,Fair Trade,ISO 14001,Recyclable,466.05,Out of Stock,EcoBrand
17357,GreenLife Solar Lantern,Outdoor,Renewable Material,8.25,161.49,Sustainable,Medium,USDA Organic,ISO 14001,Recyclable,491.54,Out of Stock,CleanEarth
14965,EcoEssentials Organic T-Shirt,Clothing,Biodegradable,95.0,163.22,Sustainable,Medium,USDA Organic,ISO 14001,Organic,294.73,Out of Stock,EnviroGoods
15909,SustainPlus Hiking Backpack,Outdoor,Biodegradable,29.76,139.78,Partially Sustainable,High,USDA Organic,None,Organic,6.71,In Stock,CleanEarth
49440,GreenLife Gluten-Free Pasta,Food,Biodegradable,22.84,186.95,Sustainable,Medium,Fair Trade,ISO 14001,Organic,129.91,In Stock,NaturePro
652,GreenLife Biodegradable Pen,Office Supplies,Biodegradable,90.57,180.57,Partially Sustainable,Low,Energy Star,None,Eco-Certified,235.77,Out of Stock,CleanEarth
20152,EcoSmart Reusable Planner,Office Supplies,Low-Waste,36.89,160.39,Partially Sustainable,High,FSC,None,Organic,115.81,Out of Stock,EcoBrand
41460,EcoSmart Recycled Fabric Scarf,Clothing,Biodegradable,95.34,180.58,Non-Sustainable,Low,None,None,Eco-Certified,60.52,Out of Stock,CleanEarth
21302,GreenLife Organic Soap,Beauty,Renewable Material,68.09,133.04,Non-Sustainable,Low,Energy Star,None,Eco-Certified,357.73,In Stock,CleanEarth
34003,SustainPlus Water Purifier,Home Appliances,Biodegradable,16.34,42.71,Non-Sustainable,High,Fair Trade,None,Low Carbon,97.84,In Stock,EnviroGoods
49016,EcoEssentials Solar Charger,Electronics,Recyclable,87.7,177.02,Partially Sustainable,Medium,Energy Star,ISO 14001,Recyclable,407.91,In Stock,CleanEarth
17420,PureEarth Camping Stove,Outdoor,Low-Waste,17.72,23.35,Partially Sustainable,Low,Energy Star,None,Energy Efficient,175.52,Out of Stock,NaturePro
20316,PureEarth Vegan Chocolate,Food,Biodegradable,82.26,94.46,Non-Sustainable,Medium,Energy Star,ISO 14001,Low Carbon,498.19,In Stock,CleanEarth
45809,PureEarth Vegan Chocolate,Food,Energy-Efficient,62.91,174.33,Non-Sustainable,High,USDA Organic,None,Eco-Certified,342.11,In Stock,GreenChoice
27312,EcoEssentials Energy-Saving Kettle,Home Appliances,Biodegradable,75.66,68.26,Non-Sustainable,High,Fair Trade,None,Eco-Certified,428.71,Out of Stock,GreenChoice
47578,SustainPlus Hemp Jacket,Clothing,Energy-Efficient,4.57,171.83,Non-Sustainable,Medium,FSC,None,Recyclable,55.39,Out of Stock,SustainCo
7420,GreenLife Organic Soap,Beauty,Organic,85.51,41.0,Non-Sustainable,Medium,USDA Organic,None,Energy Efficient,449.25,In Stock,EcoBrand
38287,EcoEssentials Energy-Saving Kettle,Home Appliances,Renewable Material,62.56,71.52,Partially Sustainable,High,Energy Star,ISO 14001,Eco-Certified,478.2,In Stock,EcoBrand
8150,EcoSmart Organic Green Tea,Food,Energy-Efficient,46.84,173.35,Partially Sustainable,Low,FSC,ISO 14001,Energy Efficient,457.55,Out of Stock,EnviroGoods
11810,GreenLife Solar Fan,Home Appliances,Energy-Efficient,10.35,169.83,Partially Sustainable,Low,Fair Trade,None,Energy Efficient,92.03,In Stock,NaturePro
2677,GreenLife Biodegradable Pen,Office Supplies,Biodegradable,76.93,151.08,Non-Sustainable,Low,None,None,Low Carbon,270.92,In Stock,SustainCo
4572,EcoEssentials Recycled Notebook,Office Supplies,Organic,29.28,127.03,Sustainable,Medium,Fair Trade,None,Organic,350.83,In Stock,GreenChoice
35984,SustainPlus Cruelty-Free Moisturizer,Beauty,Recyclable,44.65,138.1,Non-Sustainable,High,USDA Organic,ISO 14001,Organic,311.83,Out of Stock,GreenChoice
29941,EcoSmart Organic Green Tea,Food,Recyclable,15.09,110.73,Sustainable,Low,Energy Star,ISO 14001,Eco-Certified,231.52,In Stock,CleanEarth
30746,SustainPlus Hiking Backpack,Outdoor,Renewable Material,86.75,77.37,Partially Sustainable,Low,None,ISO 14001,Recyclable,349.8,Out of Stock,NaturePro
14592,PureEarth Vegan Chocolate,Food,Energy-Efficient,77.89,195.82,Partially Sustainable,Low,Fair Trade,ISO 14001,Eco-Certified,127.24,In Stock,EnviroGoods
32991,EcoEssentials Solar Charger,Electronics,Organic,4.31,131.2,Partially Sustainable,Low,Fair Trade,None,Eco-Certified,228.46,Out of Stock,EcoBrand
38073,EcoSmart Recycled Fabric Scarf,Clothing,Low-Waste,14.14,144.41,Non-Sustainable,High,None,ISO 14001,Energy Efficient,206.93,Out of Stock,NaturePro
22371,SustainPlus Smart Thermostat,Electronics,Recyclable,24.85,158.45,Sustainable,Medium,FSC,ISO 14001,Eco-Certified,107.13,In Stock,GreenChoice
24895,PureEarth Vegan Chocolate,Food,Energy-Efficient,5.38,48.86,Sustainable,Medium,FSC,None,Energy Efficient,5.32,In Stock,GreenChoice
10669,EcoEssentials Recycled Tent,Outdoor,Energy-Efficient,50.84,32.23,Non-Sustainable,Medium,USDA Organic,ISO 14001,Energy Efficient,58.67,Out of Stock,CleanEarth
42783,EcoSmart Energy-Efficient Speaker,Electronics,Low-Waste,46.45,158.81,Non-Sustainable,High,FSC,None,Recyclable,51.86,Out of Stock,NaturePro
7271,SustainPlus Water Purifier,Home Appliances,Renewable Material,84.89,60.32,Partially Sustainable,High,None,None,Energy Efficient,292.0,Out of Stock,NaturePro
32523,GreenLife Biodegradable Pen,Office Supplies,Organic,41.07,139.34,Sustainable,Medium,FSC,ISO 14001,Organic,438.87,Out of Stock,EcoBrand
33628,EcoEssentials Organic T-Shirt,Clothing,Renewable Material,32.96,44.29,Non-Sustainable,High,None,None,Low Carbon,363.92,In Stock,EcoBrand
39978,EcoSmart Energy-Efficient Speaker,Electronics,Renewable Material,74.56,136.93,Non-Sustainable,Medium,Energy Star,ISO 14001,Recyclable,190.92,Out of Stock,NaturePro
27021,PureEarth Vegan Chocolate,Food,Recyclable,10.19,83.96,Non-Sustainable,Low,Energy Star,ISO 14001,Energy Efficient,43.18,Out of Stock,GreenChoice
2052,EcoEssentials Energy-Saving Kettle,Home Appliances,Energy-Efficient,74.86,181.69,Non-Sustainable,Medium,None,ISO 14001,Organic,403.78,Out of Stock,CleanEarth
33572,PureEarth Vegan Lip Balm,Beauty,Low-Waste,17.99,183.24,Non-Sustainable,Medium,USDA Organic,None,Energy Efficient,444.82,Out of Stock,SustainCo
33037,GreenLife Organic Soap,Beauty,Biodegradable,75.59,80.19,Partially Sustainable,Low,None,None,Low Carbon,56.11,In Stock,NaturePro
37097,GreenLife Biodegradable Pen,Office Supplies,Recyclable,15.24,40.44,Partially Sustainable,High,Fair Trade,None,Organic,77.16,Out of Stock,NaturePro
20999,SustainPlus Eco-Friendly Stapler,Office Supplies,Renewable Material,85.52,35.85,Partially Sustainable,Low,FSC,ISO 14001,Low Carbon,350.62,In Stock,NaturePro
33480,GreenLife Gluten-Free Pasta,Food,Organic,42.7,32.14,Partially Sustainable,Medium,USDA Organic,ISO 14001,Energy Efficient,22.61,Out of Stock,NaturePro
11203,SustainPlus Eco-Friendly Stapler,Office Supplies,Energy-Efficient,72.84,166.34,Partially Sustainable,High,None,ISO 14001,Low Carbon,441.32,Out of Stock,GreenChoice
29405,EcoEssentials Organic T-Shirt,Clothing,Low-Waste,99.71,144.29,Non-Sustainable,High,None,None,Recyclable,76.3,Out of Stock,EcoBrand
10720,SustainPlus Smart Thermostat,Electronics,Organic,70.0,172.98,Non-Sustainable,High,FSC,None,Organic,453.33,In Stock,CleanEarth
23571,GreenLife Cotton Socks,Clothing,Organic,94.93,20.14,Sustainable,Low,FSC,None,Organic,383.91,In Stock,GreenChoice
15741,GreenLife Solar Fan,Home Appliances,Biodegradable,97.91,101.88,Partially Sustainable,High,Fair Trade,ISO 14001,Organic,329.33,Out of Stock,GreenChoice
23698,EcoSmart LED Lamp,Home Appliances,Low-Waste,90.68,114.48,Non-Sustainable,High,FSC,None,Eco-Certified,496.35,Out of Stock,EnviroGoods
656,PureEarth Laptop,Electronics,Energy-Efficient,90.79,23.42,Sustainable,High,None,None,Eco-Certified,363.51,In Stock,CleanEarth
9763,PureEarth Eco-Friendly Jeans,Clothing,Recyclable,99.04,81.6,Partially Sustainable,Medium,USDA Organic,None,Organic,155.75,In Stock,CleanEarth
18170,EcoSmart Organic Green Tea,Food,Low-Waste,87.88,192.14,Sustainable,Medium,Energy Star,None,Organic,328.56,Out of Stock,NaturePro
22298,SustainPlus Smart Thermostat,Electronics,Biodegradable,95.41,143.16,Sustainable,High,FSC,None,Low Carbon,402.95,In Stock,EcoBrand
5568,PureEarth Vegan Chocolate,Food,Low-Waste,16.15,141.91,Sustainable,High,USDA Organic,None,Eco-Certified,323.92,In Stock,CleanEarth
11369,SustainPlus Almond Milk,Food,Organic,93.07,43.18,Non-Sustainable,Low,Fair Trade,ISO 14001,Recyclable,496.8,In Stock,EcoBrand
1423,SustainPlus Water Purifier,Home Appliances,Recyclable,89.74,128.07,Sustainable,Medium,None,ISO 14001,Organic,117.65,Out of Stock,GreenChoice
9699,EcoEssentials Natural Shampoo,Beauty,Low-Waste,5.59,146.56,Partially Sustainable,High,Fair Trade,ISO 14001,Energy Efficient,11.45,In Stock,EcoBrand
35211,PureEarth Recycled Blender,Home Appliances,Energy-Efficient,35.91,63.79,Partially Sustainable,High,None,None,Low Carbon,120.87,In Stock,EnviroGoods
12068,SustainPlus Hemp Jacket,Clothing,Low-Waste,39.33,185.97,Non-Sustainable,Low,Energy Star,ISO 14001,Low Carbon,341.74,In Stock,NaturePro
38735,GreenLife LED Light Bulb,Electronics,Recyclable,18.78,182.38,Non-Sustainable,Low,Energy Star,None,Energy Efficient,235.24,In Stock,NaturePro
4911,EcoSmart LED Lamp,Home Appliances,Recyclable,36.64,36.02,Partially Sustainable,Medium,Energy Star,ISO 14001,Organic,85.62,In Stock,GreenChoice
33861,EcoEssentials Organic Coffee,Food,Low-Waste,56.72,33.28,Sustainable,High,FSC,ISO 14001,Energy Efficient,55.54,Out of Stock,CleanEarth
15363,GreenLife LED Light Bulb,Electronics,Biodegradable,12.84,112.73,Partially Sustainable,Low,Energy Star,None,Energy Efficient,218.01,In Stock,EcoBrand
40000,SustainPlus Smart Thermostat,Electronics,Low-Waste,27.31,24.0,Non-Sustainable,High,None,ISO 14001,Organic,358.94,Out of Stock,GreenChoice
43524,PureEarth Camping Stove,Outdoor,Biodegradable,74.5,73.42,Non-Sustainable,Low,Fair Trade,None,Eco-Certified,434.42,In Stock,GreenChoice
39122,PureEarth Camping Stove,Outdoor,Low-Waste,41.95,99.25,Sustainable,High,Energy Star,None,Organic,220.89,In Stock,EnviroGoods
47396,EcoEssentials Organic Coffee,Food,Recyclable,89.02,35.74,Non-Sustainable,Medium,None,None,Eco-Certified,258.62,Out of Stock,SustainCo
41967,EcoSmart Reusable Planner,Office Supplies,Organic,69.27,61.96,Sustainable,High,None,None,Low Carbon,494.2,Out of Stock,NaturePro
1975,EcoSmart Energy-Efficient Speaker,Electronics,Energy-Efficient,8.58,81.04,Non-Sustainable,High,Fair Trade,ISO 14001,Energy Efficient,177.93,Out of Stock,GreenChoice
44912,PureEarth Vegan Lip Balm,Beauty,Low-Waste,95.82,84.59,Sustainable,Medium,FSC,ISO 14001,Organic,412.56,Out of Stock,CleanEarth
32502,GreenLife Biodegradable Pen,Office Supplies,Energy-Efficient,94.69,102.57,Partially Sustainable,High,FSC,ISO 14001,Eco-Certified,78.39,Out of Stock,NaturePro
11542,SustainPlus Cruelty-Free Moisturizer,Beauty,Low-Waste,30.47,107.47,Partially Sustainable,Medium,Fair Trade,None,Eco-Certified,377.04,In Stock,EnviroGoods
6723,GreenLife LED Light Bulb,Electronics,Renewable Material,31.79,45.95,Sustainable,High,Energy Star,None,Organic,475.89,In Stock,EnviroGoods
14870,GreenLife Organic Soap,Beauty,Renewable Material,53.28,144.34,Sustainable,High,Energy Star,None,Low Carbon,359.35,In Stock,GreenChoice
37901,GreenLife Solar Lantern,Outdoor,Recyclable,60.84,50.74,Non-Sustainable,Medium,Fair Trade,ISO 14001,Recyclable,167.29,In Stock,NaturePro
1154,EcoSmart Organic Green Tea,Food,Organic,62.22,107.93,Partially Sustainable,Medium,None,None,Energy Efficient,164.04,In Stock,CleanEarth
40711,SustainPlus Hiking Backpack,Outdoor,Biodegradable,43.61,65.91,Partially Sustainable,Low,Energy Star,ISO 14001,Energy Efficient,377.91,In Stock,NaturePro
14904,EcoSmart Recycled Fabric Scarf,Clothing,Recyclable,30.44,88.89,Partially Sustainable,Low,None,ISO 14001,Energy Efficient,237.48,Out of Stock,NaturePro
41501,EcoEssentials Recycled Notebook,Office Supplies,Renewable Material,75.24,103.97,Non-Sustainable,Low,None,ISO 14001,Organic,377.19,In Stock,EcoBrand
32038,PureEarth Vegan Chocolate,Food,Renewable Material,64.68,196.43,Partially Sustainable,Low,USDA Organic,None,Organic,140.89,In Stock,EnviroGoods
34597,GreenLife Biodegradable Pen,Office Supplies,Energy-Efficient,74.32,63.18,Partially Sustainable,High,Energy Star,ISO 14001,Organic,357.0,Out of Stock,SustainCo
44959,SustainPlus Almond Milk,Food,Energy-Efficient,30.98,45.58,Sustainable,Medium,USDA Organic,ISO 14001,Low Carbon,327.3,Out of Stock,NaturePro
18830,EcoEssentials Natural Shampoo,Beauty,Renewable Material,9.37,97.55,Sustainable,High,USDA Organic,ISO 14001,Eco-Certified,253.96,In Stock,GreenChoice
27126,SustainPlus Hemp Jacket,Clothing,Organic,91.07,86.91,Sustainable,Medium,FSC,ISO 14001,Organic,395.05,In Stock,GreenChoice
15582,GreenLife Biodegradable Pen,Office Supplies,Recyclable,90.23,186.46,Non-Sustainable,Low,None,ISO 14001,Organic,306.15,In Stock,EcoBrand
20959,GreenLife Cotton Socks,Clothing,Renewable Material,74.24,182.31,Partially Sustainable,Medium,Energy Star,ISO 14001,Recyclable,315.67,In Stock,NaturePro
21421,EcoEssentials Natural Shampoo,Beauty,Low-Waste,22.99,193.52,Non-Sustainable,Medium,USDA Organic,ISO 14001,Eco-Certified,442.02,In Stock,NaturePro
27295,SustainPlus Smart Thermostat,Electronics,Recyclable,85.99,108.08,Sustainable,High,Energy Star,ISO 14001,Energy Efficient,68.76,Out of Stock,EcoBrand
37188,GreenLife Solar Lantern,Outdoor,Energy-Efficient,64.4,181.78,Partially Sustainable,Medium,USDA Organic,ISO 14001,Energy Efficient,300.67,In Stock,EnviroGoods
42473,EcoSmart Biodegradable Sleeping Bag,Outdoor,Biodegradable,91.45,144.31,Partially Sustainable,Medium,None,ISO 14001,Low Carbon,255.94,Out of Stock,EcoBrand
37988,GreenLife Solar Fan,Home Appliances,Renewable Material,7.09,28.63,Sustainable,Medium,None,ISO 14001,Eco-Certified,61.45,Out of Stock,EnviroGoods
35410,EcoEssentials Natural Shampoo,Beauty,Organic,58.32,34.54,Non-Sustainable,Medium,None,None,Organic,212.38,In Stock,SustainCo
37637,SustainPlus Hemp Jacket,Clothing,Recyclable,76.23,38.63,Non-Sustainable,High,None,None,Recyclable,304.45,Out of Stock,EnviroGoods
25978,GreenLife Cotton Socks,Clothing,Biodegradable,28.88,136.8,Partially Sustainable,Low,None,None,Eco-Certified,448.14,In Stock,GreenChoice
350,SustainPlus Water Purifier,Home Appliances,Biodegradable,72.96,135.26,Non-Sustainable,Medium,Fair Trade,None,Eco-Certified,322.32,In Stock,SustainCo
37685,PureEarth Vegan Chocolate,Food,Renewable Material,60.75,113.18,Partially Sustainable,Low,FSC,ISO 14001,Recyclable,471.09,In Stock,CleanEarth
546,EcoSmart Energy-Efficient Speaker,Electronics,Renewable Material,34.63,98.6,Non-Sustainable,Medium,None,None,Energy Efficient,244.53,Out of Stock,NaturePro
46076,GreenLife Gluten-Free Pasta,Food,Recyclable,8.48,96.02,Sustainable,Low,None,None,Recyclable,17.8,Out of Stock,GreenChoice
22964,GreenLife Cotton Socks,Clothing,Renewable Material,58.15,158.29,Non-Sustainable,High,None,ISO 14001,Low Carbon,452.53,In Stock,SustainCo
45225,SustainPlus Eco-Friendly Stapler,Office Supplies,Renewable Material,54.47,103.91,Partially Sustainable,High,USDA Organic,ISO 14001,Recyclable,23.43,In Stock,EcoBrand
9692,SustainPlus Eco-Friendly Stapler,Office Supplies,Low-Waste,58.13,40.88,Sustainable,Medium,None,None,Organic,96.04,In Stock,NaturePro
666,PureEarth Laptop,Electronics,Low-Waste,62.22,20.87,Non-Sustainable,Low,None,ISO 14001,Low Carbon,143.12,In Stock,EcoBrand
44274,EcoSmart Organic Green Tea,Food,Low-Waste,60.56,194.36,Non-Sustainable,Low,USDA Organic,ISO 14001,Low Carbon,285.66,In Stock,NaturePro
8559,GreenLife Solar Lantern,Outdoor,Biodegradable,19.88,61.05,Partially Sustainable,High,Fair Trade,ISO 14001,Eco-Certified,351.34,In Stock,SustainCo
